Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDX02,OUT027,5543.075
FDQ16,OUT027,2846.331
FDU35,OUT018,1262.7345
NCT29,OUT013,2135.4324
FDZ27,OUT046,714.3999
FDN57,OUT017,2108.1787
FDA03,OUT018,1772.9464
FDZ36,OUT045,2753.622
NCU05,OUT013,1226.0029
FDT39,OUT018,2025.4257
FDK60,OUT017,1685.7587
FDZ25,OUT017,3059.3867
FDG12,OUT046,2245.917
DRB01,OUT019,357.4482
NCC43,OUT027,6367.067
FDX13,OUT019,597.24927
FDM22,OUT049,868.5236
FDJ03,OUT027,1452.6224
FDU14,OUT018,4636.118
FDB33,OUT010,538.2817
FDP27,OUT046,2882.9958
FDO38,OUT010,215.22557
FDE28,OUT027,5622.089
FDO27,OUT035,1641.8156
DRL23,OUT027,2676.8691
FDS28,OUT046,840.1299
FDX24,OUT013,1458.5272
FDZ02,OUT035,1441.6002
FDL46,OUT045,1803.6234
FDS60,OUT027,5182.4346
NCO06,OUT017,644.3608
FDO16,OUT035,1458.1334
FDC60,OUT049,1274.7747
FDA48,OUT018,2819.9106
FDZ36,OUT027,5125.6353
FDK27,OUT045,1977.7676
FDW23,OUT018,471.30417
FDM14,OUT018,1479.0891
FDM14,OUT013,1870.3817
FDW60,OUT018,3012.6223
FDE21,OUT013,2073.139
NCM42,OUT035,1719.2506
FDY59,OUT010,268.70227
DRI49,OUT049,1220.023
FDT28,OUT019,413.39932
FDQ22,OUT018,570.6545
FDR60,OUT049,1319.1533
FDC50,OUT019,230.4209
FDV24,OUT013,2050.8735
DRF48,OUT010,757.48816
FDQ47,OUT046,654.1218
DRN36,OUT049,1413.4792
NCY06,OUT035,2126.8794
FDE52,OUT035,1309.2164
NCB54,OUT045,1962.4961
NCF31,OUT035,2446.3933
FDJ08,OUT027,5045.5137
NCC07,OUT017,1815.7435
NCD19,OUT027,1634.4724
FDL46,OUT049,1974.0005
FDM20,OUT045,4248.595
NCI06,OUT010,644.2649
DRM11,OUT035,3788.3193
NCH07,OUT018,2841.3767
FDS23,OUT013,2142.902
FDO49,OUT018,495.5209
FDS35,OUT049,993.42267
DRK39,OUT045,1297.5471
DRI39,OUT049,845.09784
FDV04,OUT017,2568.8596
NCN14,OUT035,3264.0571
FDH08,OUT013,4578.19
FDS20,OUT046,2966.36
FDV40,OUT049,1249.2764
FDZ48,OUT010,275.59836
FDS24,OUT027,2033.2804
FDK44,OUT049,3032.9446
FDS48,OUT045,2311.167
FDK26,OUT010,796.84
FDD23,OUT045,3555.5747
NCH54,OUT017,3048.59
NCP14,OUT010,127.50288
FDM60,OUT010,153.07397
FDV24,OUT017,2072.4448
FDH08,OUT018,3492.3547
FDS12,OUT027,3057.7512
FDR39,OUT027,5750.0454
FDP12,OUT027,1041.627
DRF60,OUT027,6009.727
FDC09,OUT035,1868.3456
FDF50,OUT018,3245.7998
FDG28,OUT035,3618.8247
NCE19,OUT017,924.1453
NCM53,OUT010,216.53238
NCN18,OUT049,1772.7828
FDF32,OUT035,3249.9167
FDF11,OUT013,3576.299
DRI59,OUT049,3392.86
NCG54,OUT035,3095.4958
FDM44,OUT046,1775.4609
FDT57,OUT018,2235.9348
FDV24,OUT046,2212.6826
FDI50,OUT019,633.7505
FDS09,OUT035,737.39453
NCC31,OUT027,4854.5615
FDQ07,OUT019,307.11502
FDC22,OUT017,3260.1375
FDZ56,OUT046,2873.3909
FDZ40,OUT019,184.67857
FDS46,OUT027,2772.142
DRD24,OUT045,2098.2336
FDV45,OUT017,3295.8923
FDL26,OUT045,2601.8828
FDA56,OUT018,1362.2552
FDN27,OUT046,1848.5587
FDM20,OUT049,3532.9597
FDO16,OUT017,1429.1898
FDL03,OUT035,3213.7017
FDE58,OUT046,2194.6433
FDI02,OUT027,3066.4355
NCC55,OUT019,84.312965
FDR03,OUT018,3604.1423
FDB14,OUT017,1612.2991
FDR45,OUT013,4302.187
NCN07,OUT017,2123.2283
FDM51,OUT019,290.66827
FDT52,OUT027,5045.5938
FDL26,OUT046,2575.2126
NCZ42,OUT046,3547.5544
DRI47,OUT019,398.18848
FDW40,OUT013,2217.8445
FDN34,OUT046,3246.1514
FDS01,OUT035,2833.6226
NCG55,OUT045,1957.9954
FDC11,OUT035,1502.9769
FDX35,OUT018,2543.8057
NCB06,OUT046,3005.972
FDR09,OUT019,219.12657
FDC53,OUT017,1517.1497
FDY45,OUT013,4405.774
FDA22,OUT010,689.35675
FDE02,OUT035,1564.8344
FDW21,OUT045,1804.7255
FDV34,OUT046,1247.0286
FDS59,OUT049,1860.6548
NCW17,OUT017,2117.7927
NCK54,OUT046,2010.5374
FDG17,OUT019,-0.59016263
FDG35,OUT017,3149.2969
FDD08,OUT010,95.0876
NCO07,OUT017,4237.802
FDJ10,OUT010,518.4302
FDW36,OUT017,1734.6444
FDW21,OUT010,218.28822
FDY19,OUT017,2006.9828
DRE03,OUT013,744.1644
NCC55,OUT049,673.68024
FDH52,OUT010,152.62117
FDO09,OUT017,4250.4355
FDU43,OUT045,3288.4214
FDX09,OUT010,574.96704
FDH40,OUT019,219.99812
FDW58,OUT017,1714.536
FDC47,OUT017,3360.8772
NCR41,OUT035,1586.6584
DRG49,OUT035,3920.888
FDC52,OUT027,4126.025
FDY13,OUT046,1162.48
FDY35,OUT013,747.04724
FDI35,OUT017,4453.148
NCU18,OUT049,2199.4634
FDY33,OUT018,2839.383
FDC15,OUT027,4628.1
FDU01,OUT049,3459.4346
NCU42,OUT046,2836.425
NCV29,OUT018,2942.3354
NCY30,OUT017,3365.3474
FDQ46,OUT049,1786.5482
FDG58,OUT027,5705.649
FDK33,OUT017,4043.9045
NCD07,OUT045,1906.3558
NCX29,OUT027,3892.0815
NCT42,OUT013,2107.7107
DRN59,OUT035,756.787
FDI44,OUT035,1237.8214
FDA45,OUT049,2457.4014
FDP31,OUT045,1068.1683
FDY01,OUT046,2114.478
FDT09,OUT018,1459.0432
DRH03,OUT027,2326.4014
FDA36,OUT018,2606.4692
NCF31,OUT017,2494.523
FDG14,OUT049,2292.3494
FDG28,OUT027,5936.542
FDU14,OUT049,4474.594
FDY47,OUT019,443.68784
FDI56,OUT049,1405.6921
DRD01,OUT013,935.4037
FDM22,OUT046,945.0611
FDH33,OUT013,694.5719
DRZ24,OUT013,1991.404
NCQ38,OUT046,1857.6849
FDO16,OUT027,2097.15
FDU07,OUT027,4438.918
NCB07,OUT013,2781.3845
FDU48,OUT045,2178.6758
NCM43,OUT045,2797.942
FDR31,OUT010,515.34406
DRK49,OUT018,492.47327
NCI30,OUT010,418.85587
DRD60,OUT017,3080.0217
NCG19,OUT046,3477.1187
FDH12,OUT035,1748.1018
FDM32,OUT035,1556.4246
FDM27,OUT035,2455.361
NCU53,OUT027,3982.756
NCQ18,OUT046,1575.402
FDS10,OUT013,3173.33
FDB33,OUT027,5246.4995
FDI12,OUT013,1384.9974
NCW42,OUT013,3481.4312
NCC06,OUT018,1404.4978
FDW02,OUT017,2636.0098
NCD43,OUT017,1774.0294
FDM57,OUT018,964.27466
FDA58,OUT017,3949.5579
FDK56,OUT046,2919.7402
FDP52,OUT045,3926.9438
FDW20,OUT018,1528.202
FDS52,OUT049,1536.8799
NCT29,OUT018,1381.7267
NCL54,OUT013,3237.115
FDC05,OUT045,3061.2969
FDF34,OUT035,3194.509
FDP03,OUT027,3335.4604
FDD32,OUT010,206.19487
FDZ10,OUT045,2030.0748
FDZ40,OUT035,886.2396
FDD51,OUT018,494.00537
NCY30,OUT019,221.50233
FDP58,OUT017,3689.2678
FDV49,OUT017,4575.8403
FDY24,OUT019,174.13266
NCO55,OUT017,1822.8942
FDR13,OUT017,1991.0304
FDS51,OUT017,1054.235
FDP26,OUT045,1599.8827
NCB54,OUT027,3194.204
FDF32,OUT017,3027.317
FDN31,OUT018,2773.1777
DRM48,OUT017,653.3634
FDN20,OUT049,3107.0437
DRL01,OUT046,3580.6355
FDV56,OUT049,1873.901
DRH13,OUT027,2845.172
FDA03,OUT017,2197.7388
FDF47,OUT027,4708.016
FDX32,OUT046,2331.9836
FDX57,OUT049,1793.991
NCA30,OUT045,3189.2769
FDO49,OUT013,661.4467
FDL04,OUT019,271.17657
DRM48,OUT035,661.1935
FDR16,OUT013,3408.7183
NCC19,OUT018,3569.7393
NCE42,OUT045,2464.9146
FDY24,OUT017,1081.2937
FDH19,OUT049,3144.6074
FDJ46,OUT013,3189.6064
FDN45,OUT010,554.8347
FDY08,OUT035,1958.0502
FDZ37,OUT035,1390.4753
NCT30,OUT045,699.40594
DRY23,OUT018,481.69662
NCZ30,OUT018,1464.021
FDC44,OUT018,1510.7831
FDB45,OUT035,1746.5988
FDY04,OUT013,2825.6619
FDM27,OUT046,2855.8281
FDZ43,OUT017,4059.2756
FDT39,OUT019,371.0674
NCC06,OUT019,280.9681
FDL15,OUT027,5425.437
FDL57,OUT017,4090.8267
FDU08,OUT046,1424.1687
FDK40,OUT017,4281.8433
FDQ12,OUT010,581.2435
FDS48,OUT017,2406.9133
FDP09,OUT045,3495.6091
FDW21,OUT049,1604.0887
FDY25,OUT035,3141.9976
DRE13,OUT017,1352.9215
FDV43,OUT019,106.632
FDD22,OUT045,1906.4038
FDM46,OUT019,298.0053
NCO30,OUT010,569.8622
FDM25,OUT046,2859.1494
NCN41,OUT049,2198.2908
FDU24,OUT045,1545.2235
FDZ50,OUT046,3189.6326
FDP45,OUT013,4252.962
NCM54,OUT045,2048.17
FDW10,OUT019,224.48401
FDP20,OUT017,2158.1985
FDK32,OUT046,2500.9849
FDN52,OUT049,1299.608
FDM58,OUT045,1948.4672
FDZ46,OUT027,2456.1433
NCA18,OUT018,1476.0992
FDD35,OUT046,2222.5007
NCK31,OUT035,769.2638
FDI40,OUT027,2786.755
FDT50,OUT019,187.62556
NCT06,OUT046,2856.622
FDT31,OUT035,3236.9111
FDT45,OUT049,890.3387
FDT13,OUT045,3294.4626
FDO50,OUT045,1376.8646
NCU18,OUT010,408.9232
NCR54,OUT049,2923.1558
NCO18,OUT018,3097.454
FDU09,OUT045,888.2212
FDT13,OUT018,2867.1091
FDE09,OUT046,1771.9104
NCK53,OUT019,298.61322
FDG45,OUT049,4058.8108
DRH15,OUT035,707.645
FDO21,OUT019,149.88991
FDD14,OUT027,5608.3057
FDC09,OUT046,1830.3007
FDH45,OUT027,1155.7306
FDV32,OUT046,1002.20337
FDG12,OUT035,2004.0956
FDS32,OUT013,2006.2904
NCL55,OUT018,4236.2266
DRE01,OUT035,3750.3115
DRE15,OUT049,1308.1204
NCL42,OUT045,3374.7402
FDP31,OUT013,764.3285
FDN33,OUT018,1092.9521
FDZ59,OUT046,3010.6987
FDE45,OUT010,422.88403
FDJ07,OUT013,1937.7562
FDQ45,OUT018,3229.1128
FDM33,OUT027,4119.012
FDO15,OUT010,200.84824
FDM46,OUT013,1428.2019
FDR03,OUT045,4120.859
FDY49,OUT018,2803.2256
FDQ60,OUT045,1961.8774
FDW10,OUT049,2923.477
FDO51,OUT049,678.10345
FDJ40,OUT018,1301.9899
FDS20,OUT018,2954.9775
FDU45,OUT013,2105.8264
FDV02,OUT035,2999.361
FDN09,OUT046,2989.0137
NCM55,OUT027,5178.7925
FDN23,OUT018,2346.9033
FDY31,OUT010,516.66504
FDW03,OUT010,314.66953
FDD14,OUT046,3404.3918
FDV23,OUT017,2010.0977
DRI03,OUT045,2997.8364
FDN13,OUT035,1616.3281
FDF45,OUT027,1862.9266
FDU46,OUT035,1366.2372
FDB57,OUT049,3383.2708
FDV12,OUT049,1802.6847
FDQ58,OUT013,2487.9575
NCA18,OUT017,1974.8524
FDH52,OUT049,948.598
FDM24,OUT018,1911.0573
NCP43,OUT027,5276.1226
NCO18,OUT019,458.42465
FDM32,OUT017,1422.0298
NCL07,OUT017,663.3192
FDK03,OUT013,5501.1567
FDP59,OUT017,1822.5228
FDQ24,OUT049,4460.6714
FDQ16,OUT018,1350.6542
FDU44,OUT013,2677.1633
FDH28,OUT010,150.29297
FDV28,OUT019,79.76323
FDM22,OUT045,879.789
FDR56,OUT046,2796.1394
FDV39,OUT049,3236.716
FDU37,OUT019,241.51901
FDQ11,OUT010,664.36383
FDX02,OUT045,3238.3323
NCS42,OUT018,1179.928
FDY57,OUT027,2675.686
FDB21,OUT049,3839.6665
FDE28,OUT017,4080.5403
FDQ55,OUT017,2096.9504
FDA48,OUT049,3433.2058
FDZ19,OUT045,2645.8328
NCC43,OUT045,5003.1714
NCV18,OUT046,1419.0656
NCA42,OUT018,3137.4368
FDY45,OUT046,4138.8213
NCC30,OUT045,2885.2615
FDM57,OUT013,1360.7283
FDL09,OUT010,454.71164
FDB09,OUT027,3537.2568
FDT44,OUT035,2098.7893
NCT06,OUT027,4479.2217
FDX26,OUT049,3553.2075
FDK32,OUT013,2597.598
DRA12,OUT046,2079.6196
FDO46,OUT010,751.1072
FDE52,OUT013,1370.0963
NCH42,OUT045,3778.584
FDV08,OUT035,764.79156
FDB47,OUT018,3526.2322
FDC28,OUT010,172.81744
FDD22,OUT046,2072.0232
FDS07,OUT027,3304.406
DRI13,OUT045,3576.5479
FDG32,OUT018,3543.449
FDU14,OUT017,4754.0376
FDD28,OUT019,191.80136
NCP41,OUT017,1786.397
FDS08,OUT049,2469.382
FDX47,OUT045,2617.4695
FDC53,OUT019,297.0301
FDQ19,OUT035,3657.0774
FDL14,OUT045,2403.7551
FDM33,OUT019,238.36214
FDA51,OUT045,2020.1061
FDZ27,OUT018,569.0587
FDT04,OUT046,734.37067
DRC13,OUT049,1957.5034
FDR16,OUT027,5168.282
FDQ03,OUT027,5813.002
FDE38,OUT035,3030.0757
DRH23,OUT027,1734.335
FDT11,OUT019,560.5701
FDD09,OUT035,2964.4111
FDR40,OUT045,1302.0452
FDX07,OUT017,3542.515
FDR07,OUT035,1739.7601
FDA51,OUT017,2102.7146
FDT59,OUT019,663.009
FDF20,OUT017,3245.8552
FDR13,OUT045,2033.5432
FDY26,OUT049,4387.2383
FDW04,OUT017,1985.4886
FDK52,OUT017,3663.1309
FDN60,OUT049,2784.9705
FDM09,OUT019,1047.5651
FDP46,OUT049,1304.619
FDB50,OUT019,249.59238
NCQ29,OUT049,3821.3281
FDP16,OUT027,5927.972
FDX33,OUT018,2973.402
FDP07,OUT010,603.08276
FDN22,OUT046,3687.7844
FDF39,OUT049,3613.8142
FDS21,OUT017,1019.77655
NCM42,OUT013,1713.5133
FDK50,OUT019,676.54285
DRF13,OUT027,4151.556
FDH35,OUT018,2721.3582
FDP60,OUT018,1320.8116
DRJ49,OUT027,2960.3474
NCT42,OUT019,439.35538
FDE38,OUT049,2981.7056
FDI04,OUT049,3371.65
NCH54,OUT045,2822.0032
FDT56,OUT049,937.9511
DRD15,OUT018,2732.4626
FDV58,OUT013,2607.4343
FDP21,OUT049,3266.238
FDH05,OUT013,2978.7712
FDR10,OUT027,4478.782
NCP06,OUT045,1940.269
FDF33,OUT049,1824.3738
DRK37,OUT013,3617.5647
DRH49,OUT045,1297.1837
FDT58,OUT013,3110.7468
FDD41,OUT018,1327.3408
FDP40,OUT018,1550.4412
FDM51,OUT027,2752.1665
FDO45,OUT010,178.73123
FDW33,OUT010,274.8645
FDY24,OUT045,1165.3446
FDB10,OUT010,403.3599
FDM40,OUT035,2072.9102
NCI06,OUT017,3448.8022
FDW12,OUT019,319.2554
FDX48,OUT027,5053.5537
NCW05,OUT027,2821.473
FDX27,OUT017,1675.7528
DRM37,OUT045,3404.004
FDA38,OUT045,3638.7324
FDR36,OUT046,762.1334
FDZ45,OUT046,3024.97
FDG05,OUT017,2672.5686
FDK28,OUT013,4856.594
FDV47,OUT045,1375.8851
FDN21,OUT045,3002.5415
FDP20,OUT027,3646.176
FDI35,OUT045,3995.01
DRY23,OUT013,699.31287
FDA56,OUT017,2052.9387
FDB09,OUT013,2169.227
NCO26,OUT027,2166.9792
FDQ49,OUT018,2270.4543
FDI52,OUT027,3296.9617
FDZ44,OUT027,2959.5298
FDZ09,OUT018,2961.6665
FDY03,OUT049,2097.8245
NCG42,OUT017,2151.472
DRI13,OUT027,5444.6562
FDQ32,OUT013,2072.8262
FDW16,OUT035,1439.7485
FDU27,OUT046,793.4355
FDR28,OUT010,537.19073
FDQ49,OUT010,399.15405
FDS37,OUT046,2086.926
FDW26,OUT018,2913.8452
FDX12,OUT018,3611.5671
NCP06,OUT013,2347.5283
FDW45,OUT010,492.4152
NCN30,OUT049,1542.124
FDN24,OUT049,902.76483
NCL41,OUT027,1045.1978
FDR02,OUT019,267.4812
FDD09,OUT010,606.89014
FDS33,OUT010,167.47108
FDU22,OUT045,2049.8967
FDI53,OUT013,2585.428
DRH01,OUT049,2994.4043
FDX32,OUT013,2228.2012
NCP30,OUT018,530.51483
FDB60,OUT045,2978.3076
FDB14,OUT049,1610.7078
NCP02,OUT035,906.0635
FDJ10,OUT017,2292.122
FDG34,OUT046,1969.6924
NCB18,OUT017,1455.9857
FDM16,OUT049,1196.6676
FDW25,OUT018,1164.7245
FDB35,OUT010,240.36313
DRN11,OUT013,1985.3849
FDF41,OUT019,725.4974
FDH16,OUT045,1230.7124
NCQ50,OUT018,3077.0676
DRH23,OUT018,638.73596
DRJ37,OUT013,2308.743
DRJ24,OUT027,5848.32
FDY16,OUT035,3459.2744
FDQ27,OUT045,2167.581
FDZ33,OUT045,2293.4856
FDF29,OUT045,2020.7708
FDA08,OUT049,2871.1272
FDG31,OUT046,1038.94
FDE34,OUT019,391.12814
NCR30,OUT027,2006.0455
FDV33,OUT035,4004.3562
DRZ24,OUT018,1423.8102
NCL54,OUT035,3152.734
FDR12,OUT049,2954.2927
NCC54,OUT046,3959.866
DRN59,OUT013,703.67377
FDX50,OUT019,274.4375
FDV31,OUT027,5416.305
NCA29,OUT027,5141.609
FDW60,OUT049,2768.4736
FDX08,OUT017,3504.2744
DRD49,OUT013,4395.895
FDD33,OUT046,4035.4128
FDW35,OUT013,676.31976
FDJ36,OUT017,1832.3315
FDV51,OUT035,3287.5576
FDW36,OUT046,1924.8756
FDH35,OUT046,2902.7078
NCS30,OUT027,2771.523
FDN49,OUT017,634.63727
FDL08,OUT018,3623.3699
FDI09,OUT013,2978.2146
FDP19,OUT018,1348.6233
FDU21,OUT010,145.06825
NCP41,OUT045,1711.4711
FDY10,OUT013,2212.0073
FDP12,OUT018,450.04932
NCN26,OUT049,1988.2788
FDK44,OUT013,2920.2827
FDC28,OUT049,1688.8773
FDJ41,OUT027,5397.1133
NCT29,OUT035,2050.5796
NCH42,OUT019,343.1335
FDU60,OUT018,2865.5225
FDS02,OUT045,3370.4495
FDC51,OUT046,2153.7812
FDU03,OUT013,3494.4614
FDX39,OUT045,4501.3945
NCY05,OUT010,142.04962
NCL06,OUT027,5922.3716
FDD32,OUT035,1264.6248
NCN41,OUT045,2164.4487
NCX53,OUT049,2372.403
FDU57,OUT019,454.63718
FDQ23,OUT046,1841.3787
FDQ52,OUT045,4943.0483
FDC14,OUT045,645.6818
FDY09,OUT035,3354.1343
FDQ28,OUT045,2489.4165
FDV25,OUT046,3941.6045
FDJ07,OUT035,2033.1146
DRB25,OUT049,1677.8298
FDK52,OUT019,412.04105
FDY52,OUT027,1644.4119
FDB28,OUT046,2464.1487
FDT36,OUT035,650.5404
FDV25,OUT017,4465.0215
NCN07,OUT027,3263.2393
FDC57,OUT017,3662.3843
FDQ03,OUT018,2889.8699
FDU23,OUT017,2960.9924
NCX41,OUT035,3845.004
NCD06,OUT035,791.3348
FDW08,OUT045,1780.1403
NCU29,OUT017,2481.6716
NCE06,OUT013,2351.3809
FDV52,OUT010,258.00983
FDB02,OUT017,3325.3132
NCR18,OUT045,683.8345
FDK16,OUT049,1462.6621
NCQ29,OUT010,419.9632
FDZ01,OUT019,260.9329
FDW27,OUT035,2494.7383
FDD17,OUT018,3501.8506
FDW39,OUT013,3378.0962
DRH59,OUT045,976.84717
FDS52,OUT013,1716.3024
FDU40,OUT027,5340.2246
NCF54,OUT013,2893.902
FDH46,OUT045,1762.2542
NCP14,OUT049,1737.0575
FDH50,OUT049,3345.0388
DRF15,OUT010,499.28073
FDV27,OUT027,2371.1614
NCJ06,OUT049,2067.4683
FDN02,OUT018,3279.6785
FDQ51,OUT049,822.3055
FDQ07,OUT017,3683.1172
FDS45,OUT049,2286.3413
NCJ06,OUT045,2106.4001
FDD36,OUT035,2090.0073
FDY25,OUT045,3194.964
FDU52,OUT046,2373.249
DRK47,OUT017,3213.496
NCL30,OUT017,2101.208
FDN22,OUT035,3966.8284
NCF30,OUT027,2853.8167
FDK03,OUT035,4417.3823
FDT45,OUT017,930.43665
NCC54,OUT027,5426.6943
FDP08,OUT018,2746.8076
FDU44,OUT046,2919.4695
DRG39,OUT035,866.73206
FDU32,OUT049,2059.536
FDY27,OUT049,2486.815
NCP54,OUT013,2082.596
NCZ41,OUT049,2132.5454
DRL49,OUT013,2145.0107
FDI05,OUT018,991.7231
FDY56,OUT045,3434.081
DRC13,OUT013,2006.844
NCV29,OUT017,3027.5198
FDR24,OUT049,1493.5372
FDZ34,OUT018,3299.6118
FDP37,OUT035,1985.5886
FDX08,OUT027,5611.9277
FDS57,OUT045,2229.7913
NCG18,OUT049,1769.0256
FDK25,OUT018,2644.0376
FDH53,OUT049,1326.9069
DRI59,OUT018,2981.643
FDA52,OUT046,2620.6458
FDT20,OUT010,120.97141
FDE36,OUT019,613.90295
FDI24,OUT017,3393.8362
FDB28,OUT018,3026.8635
FDV11,OUT017,3339.1387
FDP01,OUT046,2208.3926
FDD34,OUT027,4478.782
FDJ50,OUT027,1373.5695
FDZ44,OUT013,2001.3307
DRO59,OUT035,1195.1287
DRB48,OUT045,699.8737
FDR21,OUT018,3202.873
NCE42,OUT010,390.86896
FDO23,OUT046,1564.5178
NCE30,OUT018,2658.618
FDQ22,OUT035,648.5054
FDY01,OUT045,1922.1345
FDS08,OUT017,2349.6768
FDG28,OUT018,3860.837
FDQ51,OUT018,606.577
FDB05,OUT017,4264.827
FDO56,OUT049,2063.6008
FDE02,OUT018,1161.4934
FDN45,OUT017,3600.3542
FDS09,OUT013,693.3714
NCA54,OUT018,2846.885
FDP09,OUT010,693.2739
FDC53,OUT045,1457.0195
NCM55,OUT017,3238.0588
FDL09,OUT018,3119.145
FDA11,OUT019,339.7301
FDA50,OUT045,1468.5686
FDC23,OUT017,3913.9626
FDE22,OUT049,2968.5425
FDD23,OUT046,3282.1414
NCA29,OUT049,3127.0627
FDK38,OUT046,2215.041
DRC13,OUT046,2056.3503
NCP43,OUT049,2902.5642
FDX28,OUT049,1375.6804
FDF08,OUT049,1310.9496
FDZ33,OUT046,2386.975
FDD10,OUT049,2987.1577
FDO58,OUT017,3066.5256
FDI50,OUT017,4283.5415
FDO58,OUT045,3015.003
FDX08,OUT013,3392.7373
NCK17,OUT010,137.35619
FDF39,OUT035,3903.7627
FDU45,OUT010,296.3947
NCJ18,OUT018,1542.0737
DRC27,OUT019,968.8221
DRC25,OUT035,1340.6501
FDU59,OUT035,2549.5276
FDU28,OUT035,3200.776
NCP30,OUT046,724.186
FDB39,OUT018,742.5737
FDE41,OUT013,1335.731
DRH11,OUT010,62.239784
FDA58,OUT045,3762.902
FDU50,OUT046,2136.289
FDM34,OUT013,2165.1523
FDM44,OUT027,2828.7573
FDR39,OUT045,3278.828
FDM25,OUT045,3443.3743
FDQ49,OUT049,2476.801
DRH25,OUT018,765.5787
FDM09,OUT027,5116.925
FDL44,OUT019,566.4915
NCR42,OUT018,447.12772
DRL59,OUT046,855.7707
FDX43,OUT013,2542.6438
DRK47,OUT010,726.2805
FDU48,OUT018,1428.9489
FDY12,OUT045,742.0267
NCN43,OUT018,1393.5205
NCM55,OUT018,2594.3315
FDQ21,OUT027,3411.1885
FDX13,OUT035,4473.461
NCK30,OUT027,6422.5244
FDG20,OUT049,3032.695
DRG27,OUT017,685.4296
FDY14,OUT018,4713.1865
FDP59,OUT035,1861.0052
FDU60,OUT017,3358.933
NCC18,OUT019,733.0613
DRJ39,OUT017,3420.2053
FDS07,OUT049,2036.2214
FDM08,OUT027,6207.732
FDP51,OUT045,2067.3623
FDU16,OUT035,1406.2721
FDH12,OUT013,1853.2286
DRE48,OUT010,860.58527
NCL42,OUT027,4546.5337
FDR21,OUT045,3353.6074
NCW29,OUT035,2059.1326
FDO11,OUT013,5987.2974
NCM31,OUT049,2097.4006
FDV35,OUT019,560.6779
FDF58,OUT017,1057.4528
NCE43,OUT049,3112.8574
FDA02,OUT035,2490.9392
DRL37,OUT010,157.57562
FDR24,OUT018,1205.675
FDW59,OUT049,1373.853
FDS22,OUT049,746.29425
FDW24,OUT017,739.9229
FDU24,OUT035,1539.0773
FDA21,OUT027,4945.179
FDH58,OUT027,2859.7988
FDW36,OUT018,1346.6688
FDI45,OUT027,5319.338
FDU01,OUT018,3067.1904
FDF35,OUT027,2817.0298
FDU43,OUT019,110.661156
FDE24,OUT019,396.0969
