,Item_Outlet_Sales
395,2527.529608705375
396,1188.8488936656724
397,1889.553274117314
398,2198.4957050581766
399,1550.1648612078202
400,2014.9197344262907
401,1005.1845790522842
402,1896.7009854463324
403,801.5089702424183
404,2640.0633997416344
405,3243.421258287365
406,951.7174477677257
407,3254.4164176727486
408,1454.9551901115042
409,556.5158984675695
410,3281.1534064448706
411,2618.798798348495
412,937.7971945254226
413,2995.9024034883046
414,1957.4131000809155
415,2062.9071197108824
416,3195.386652672313
417,808.3578724277869
418,4236.555775047642
419,3252.0390367938185
420,1778.1772591920153
421,860.1663002327577
422,1000.3347582271209
423,2002.7826919791016
424,2007.7819197851
425,3659.840731272099
426,3719.7600173610967
427,1562.0931877329383
428,3885.3599699934944
429,275.8917686762446
430,1267.3200580735534
431,2390.864984641187
432,1310.289248063711
433,1897.068973493718
434,2883.186568425157
435,3386.6884603227522
436,-71.89502822625529
437,1154.7525682365292
438,3386.374859724382
439,2497.5988220754307
440,1718.1652936240744
441,2479.4115987570754
442,723.3671909316347
443,1410.2053483176937
444,2797.9412421572733
445,1970.5084805580923
446,2779.726000310946
447,3948.014264944205
448,3503.014722026414
449,2339.137721968215
450,1061.248744043378
451,338.59342569279636
452,2877.1790807978637
453,1923.8067462871772
454,2916.589140531712
455,1542.7851969677163
456,1318.2168814852794
457,1520.9947457260312
458,3895.792144480832
459,1791.2057860327347
460,2579.152591615903
461,1917.5373657112186
462,984.5910655596585
463,2247.596905239169
464,3248.179725721274
465,3183.4613623335686
466,1574.201057672038
467,847.3562924638254
468,3997.192069786475
469,1311.1316318949885
470,4093.21287746309
471,1457.0089500568606
472,2481.3785664093766
473,-1079.5014475569533
474,-502.60477022267435
475,1020.7894753613193
476,3021.458154883049
477,3178.9416798723146
478,1522.4747095912937
479,2369.9399763597085
480,3772.4711174801782
481,1144.0694674511105
482,1896.7009854463324
483,3648.1426243048563
484,3653.674766586948
485,2055.1544004550515
486,3666.826924498752
487,2906.0850320411205
488,4053.440089821032
489,1239.522119204574
490,2326.0329052476695
491,3982.9272473669357
492,2929.684521008889
493,1405.7282534691244
494,-110.75060220653388
495,2276.328750924747
496,1879.3954924189788
497,2955.413832620449
498,3281.1534064448706
499,2527.529608705375
500,1967.3921465352919
501,1665.6417170875177
502,1436.3488258290713
503,3826.4125338605354
504,794.9845839878752
505,3065.9363632924656
506,350.6185916286874
507,1721.3100654576447
508,2089.032206812409
509,3138.0901559690865
510,3279.1644474423592
511,4126.388545990615
512,1368.0568995818849
513,1923.1673056761726
514,2808.2407849393444
515,2584.5469194321136
516,2132.8040200696028
517,3980.2884763652146
518,2536.7314917835597
519,3915.6831894563275
520,1633.3957426560296
521,677.0884025476593
522,544.8158673539447
523,2049.0160598554335
524,3220.4823260582016
525,4232.744125463073
526,2768.9490533035982
527,1057.6884224811618
528,3427.3221695300526
529,3077.819339326616
530,1412.1362554070768
531,3303.7653848745626
532,2362.039800953001
533,1742.254232974984
534,4197.279447048869
535,3271.6268715169795
536,1914.9920002485715
537,3385.1742324583793
538,2014.3203280553666
539,3897.5126371783535
540,2702.9319446789586
541,2966.583468128732
542,1492.1962873742182
543,244.47319010390584
544,3767.8251576956313
545,4263.364697823018
546,2129.2061986231724
547,1598.1597758591295
548,3739.078569912689
549,3953.101457590393
550,1109.4147705619057
551,1725.8055507160652
552,2890.6954692327436
553,2907.5984049718945
554,2212.5819657501715
555,1410.2053483176937
556,2361.5740771926303
557,2842.8800415841893
558,2697.331660247357
559,3221.7606145767422
560,2606.2980555481176
561,861.2038659995358
562,3461.585394819784
563,2730.7708419930186
564,3200.009478460739
565,3910.7012336782377
566,2934.3460340320244
567,2529.593677142369
568,1799.1782041439822
569,3297.180993362755
570,1404.998440765886
571,2697.333125845973
572,1433.5261923381045
573,1225.0070929597841
574,2093.5276920708297
575,-209.51206297008852
576,-95.33847081932926
577,1099.6856072165278
578,2159.268085900905
579,1839.0371953191325
580,2921.452939464188
581,3318.822456485638
582,2907.5984049718945
583,1811.9314344782877
584,1627.554747935761
585,3243.912309182157
586,4044.8334235542684
587,492.4441588779942
588,3324.701263369762
589,2722.17762925925
590,3899.934966531039
591,1379.2626376151434
592,2546.788532430977
593,2317.9235123933495
594,3215.1400896739756
595,492.4441588779942
596,2099.56565432325
597,1960.9783180459328
598,2255.23834107696
599,2318.8950906064797
600,2185.815169156557
601,2285.8589134369063
602,2181.5779070991225
603,1973.9842336272889
604,2113.4956382704836
605,3456.5853606814717
606,1943.0635563973951
607,1594.4342527904055
608,610.7367883331681
609,1035.7972724110782
610,1010.3855403216962
611,1918.1367720821422
612,3371.0718130515943
613,3626.8459558090503
614,2532.7384489759397
615,1054.1109294021876
616,1851.5499126199322
617,861.2038659995358
618,1056.9930068572555
619,2093.5276920708297
620,1393.281528899608
621,-124.26673670220543
622,1943.764219756753
623,2306.0954336731425
624,2770.0989116471055
625,1822.9371483867442
626,420.4742648432867
627,3162.7683811980255
628,1555.9373548795206
629,1012.5578938166186
630,1991.3728342387158
631,1840.3263374749347
632,1534.9247296732647
633,1005.6588641480831
634,1327.0256787306407
635,-300.0256447382786
636,1685.7958889427493
637,3103.5160616727744
638,1326.8909291391933
639,2913.5615251723893
640,480.67920358433355
641,2433.5631387608223
642,3336.8085877618632
643,3293.261276383971
644,1810.2780544143734
645,2339.9047851590626
646,2103.422999067442
647,2515.47489183852
648,950.4947401305151
649,3512.567495797936
650,1308.6641077137567
651,4036.2692573763675
652,1635.4101874757037
653,2955.550730491947
654,2914.5539097956525
655,3691.6780352025676
656,930.7747704544262
657,1947.5200198255811
658,3051.3530190967767
659,3248.179725721274
660,3106.165876714009
661,3310.9031995157525
662,3614.046298875713
663,3632.730599069609
664,668.2030669140669
665,1602.294720084857
666,2886.039125167253
667,1619.4924258597573
668,2474.2407517681863
669,2411.4140952892362
670,650.5295858393279
671,3527.670645593933
672,3606.908484234523
673,1471.6646908157336
674,-1047.1036050648586
675,1814.3088153572182
676,1905.7901171703875
677,362.89371609677204
678,1952.2330975112855
679,2736.0025862179623
680,1653.588751288901
681,4107.918894099781
682,2014.3203280553666
683,4090.966322192562
684,2352.843972690407
685,2881.172123605483
686,1993.8519358378664
687,3187.547557898587
688,3301.1295334564984
689,-769.1329704562296
690,4575.167280257622
691,1573.3664542019812
692,1957.8335462123623
693,2081.1545732130153
694,2626.0021473793527
695,1725.8055507160652
696,3880.2128721643035
697,738.497802144871
698,3038.543011327843
699,2482.7900754032016
700,3764.838942306401
701,2002.7826919791016
702,1729.281303785262
703,3915.6831894563275
704,1318.2168814852794
705,3194.6853725397773
706,598.1578773633777
707,3870.5526607917845
708,2382.6418757810548
709,3158.1759320194815
710,3655.7349065662443
711,2872.943744690076
712,3320.2103576745612
713,808.3578724277869
714,1441.0645212899526
715,2737.13079883156
716,2616.463910773866
717,-920.5675283303121
718,2986.171302851893
719,777.774130143644
720,1738.8340775567847
721,2109.4115173555906
722,2132.8040200696028
723,2411.809152158526
724,3633.98377045024
725,2880.4575843665093
726,862.1046420290617
727,1704.737752127641
728,3533.6352943863603
729,2808.6014063376138
730,1722.660778882495
731,1563.0751695207111
732,3231.3133883482647
733,886.8775601767807
734,1804.0709671838358
735,1945.0952828700952
736,3118.3080717684156
737,1025.215222470767
738,3957.0221602954934
739,1912.2375150647922
740,2004.6371479515292
741,2063.1268185662993
742,3162.7683811980255
743,2433.5631387608223
744,3828.957899323182
745,2048.7772748827783
746,3844.792288398073
747,2185.815169156557
748,4005.6486850164233
749,1023.334840823966
750,4066.537991198521
751,2700.2898457478937
752,2481.3785664093766
753,1129.6479656802733
754,2049.0160598554335
755,2893.486111207228
756,2067.2914429022403
757,1935.5651203579357
758,1547.182654570244
759,977.86333318656
760,3772.4711174801782
761,2014.9197344262907
762,3025.447630850666
763,1416.5037348778571
764,2873.6337946536346
765,1891.4089037950826
766,3287.456053720047
767,1867.319964444173
768,1851.5499126199322
769,2184.6986545953628
770,1502.5836646157975
771,3567.8985196760914
772,2736.0025862179623
773,-880.8974708003077
774,2924.7932602605024
775,2955.550730491947
776,3070.063560743925
777,2955.550730491947
778,2426.425324119632
779,2994.690160619222
780,1306.4693299204378
781,1918.1367720821422
782,1435.7494194581477
783,738.497802144871
784,2581.0404113473583
785,1981.2966080740243
786,1437.0714784823326
787,2776.244341665033
788,847.3562924638254
789,1633.3957426560296
790,2879.8581779955857
791,3569.2654070625354
792,729.4601110236094
793,4255.241427191445
794,1887.5147341235806
795,1153.6222412226327
796,3731.3065029138024
797,868.8502882069538
798,2671.170506824445
799,1529.359422391245
800,1701.5929802940707
801,3293.3780076329836
802,2262.3303909222172
803,2062.9071197108824
804,1744.411914998498
805,3018.309816209476
806,2621.788016694827
807,3101.1947896438905
808,2914.5539097956525
809,2433.5631387608223
810,2014.9197344262907
811,2907.416095154462
812,1563.0751695207111
813,1492.1962873742182
814,2343.049556992633
815,2842.697731766757
816,2686.2675951098777
817,3935.2710241794903
818,2577.4091047909237
819,2919.7339123652823
820,-956.5900232966686
821,4085.0629772338298
822,267.9049557401487
823,1374.8817284715856
824,4066.537991198521
825,1477.3441809267501
826,2722.17762925925
827,3243.421258287365
828,682.1330508613012
829,709.9037527009255
830,1330.0357009727634
831,-764.8119318484102
832,3695.671078010187
833,1887.5161997221956
834,1977.1613474251533
835,2093.5276920708297
836,3125.009994196889
837,2770.999687676631
838,2566.8347744050825
839,742.0422660585082
840,3217.5591533613274
841,2994.690160619222
842,427.612079484477
843,1063.210575193663
844,2697.333125845973
845,2093.1828351267563
846,1639.810008910778
847,614.7298311407878
848,1732.1931498198517
849,2926.0055031295847
850,2361.5740771926303
851,4068.8079972440996
852,4289.221658644878
853,2770.0989116471055
854,598.1578773633777
855,3938.7638556058655
856,1311.1316318949885
857,2805.4618034616888
858,2488.764922461312
859,3148.1627951721275
860,1755.4063908867884
861,4090.966322192562
862,1936.743136364575
863,1428.6116048169574
864,1695.1849783561183
865,1626.3653890887445
866,4263.364697823018
867,2839.5544255318023
868,2173.0051613876244
869,4027.8126421464212
870,2018.395487495487
871,1615.5796831434834
872,1056.2084586158992
873,2565.2233170105656
874,3215.498866948514
875,-769.1329704562296
876,1120.7486234306998
877,1509.7214792569882
878,815.0152274063579
879,1005.1845790522842
880,1549.923011608907
881,3533.6352943863603
882,2285.8589134369063
883,1357.8336398417437
884,3248.179725721274
885,2876.0487537839663
886,1811.9314344782877
887,4066.537991198521
888,2717.542964108399
889,2621.788016694827
890,968.4177668853692
891,1388.7129862905867
892,1458.0999619450745
893,3165.913153031596
894,1485.575762471451
895,3881.329607799132
896,2946.8747329706675
897,1840.3263374749347
898,1439.824578898268
899,1464.146764698051
900,420.4742648432867
901,1938.9022413191276
902,2568.870005141142
903,2317.9235123933495
904,3241.0062991570335
905,2062.9071197108824
906,2046.2236443138165
907,1154.7525682365292
908,2914.5539097956525
909,757.2261969867383
910,2833.667416691303
911,-746.3900282322594
912,2446.3574406133775
913,1918.1367720821422
914,2518.8084650287055
915,3038.543011327843
916,2291.3764291376965
917,1887.5147341235806
918,4107.918894099781
919,1759.901876145209
920,1987.2145672145223
921,1528.978844091568
922,2626.9680192644573
923,2306.989697107297
924,834.7524971791954
925,1725.8055507160652
926,1804.0709671838358
927,3798.9367333341597
928,2088.2923878542065
929,1656.477986064128
930,-640.0769033759514
931,3787.04630850847
932,2842.8800415841893
933,2310.651714500538
934,3183.4613623335686
935,1751.035463343955
936,497.1231065994414
937,2539.87626361713
938,193.77571289089593
939,4001.356274953639
940,3503.014722026414
941,1773.6817739335947
942,1804.0709671838358
943,935.6101362865737
944,1435.7494194581477
945,155.63721441326624
946,793.1577357105929
947,699.4993821088325
948,2356.8559098687815
949,1246.1252033332403
950,2801.285280115587
951,2955.413832620449
952,1428.6116048169574
953,1318.2168814852794
954,1056.2084586158992
955,1488.7205343050214
956,1496.2852780556339
957,2579.152591615903
958,1010.8388667177128
959,2638.452167461324
960,2048.7772748827783
961,2955.413832620449
962,3243.912309182157
963,1108.5064449784104
964,1561.2783623687296
965,1887.5147341235806
966,1852.1893532309366
967,2802.0869591645355
968,2566.62389267726
969,801.5089702424183
970,3252.0390367938185
971,2054.1960624250637
972,3533.6352943863603
973,2693.4054097510684
974,847.3562924638254
975,2919.7339123652823
976,1035.9252082688313
977,2043.691953934472
978,2914.3151248229974
979,1765.0818787148385
980,2613.319138940295
981,1463.3073366170242
982,2580.353928223802
983,4172.802688630579
984,3132.1478088380786
985,1633.7105807891787
986,3127.1718733684324
987,795.6799996117815
988,1502.5836646157975
989,2317.9235123933495
990,1810.451470613025
991,1205.4179134096041
992,2724.709319638594
993,3738.444317554993
994,3915.6831894563275
995,3791.7989186929694
996,2789.50250730751
997,1781.653012261212
998,2120.6334529116743
999,1465.3425673530835
1000,2382.6418757810548
1001,2072.4598934824053
1002,2352.0213034211083
1003,3816.2879423998997
1004,1860.2914887096308
1005,3141.700582609601
1006,3205.189481030369
1007,1483.5211071442277
1008,3162.7683811980255
1009,3797.391753687951
1010,1901.4687949287925
1011,2886.53060638347
1012,2433.5631387608223
1013,1382.4074094487135
1014,1039.517870203187
1015,1770.2811479242455
1016,1260.466286721913
1017,3144.8453544431713
1018,2914.3151248229974
1019,2904.2543670135815
1020,4166.658874688924
1021,1733.3234768337481
1022,2352.0213034211083
1023,976.2877492939378
1024,624.5525021147864
1025,755.0158624183532
1026,3998.0413301117815
1027,3135.2925806716494
1028,2481.3785664093766
1029,2276.328750924747
1030,795.6799996117815
1031,1942.702934999126
1032,2991.87164254546
1033,1429.2110111878806
1034,2256.3260824676163
1035,4176.211648460445
1036,4165.848911835641
1037,1525.8340722579974
1038,3512.567495797936
1039,2040.5471821009014
1040,1896.7009854463324
1041,3141.700582609601
1042,327.2088526191422
1043,4090.966322192562
1044,2517.966140848678
1045,2041.8782452142425
1046,1054.9311448222936
1047,1030.2350416625102
1048,2093.5276920708297
1049,2445.315273327932
1050,1049.0706439747084
1051,1697.757842327528
1052,2955.413832620449
1053,3904.6504518195434
1054,1502.5836646157975
1055,2067.2914429022403
1056,2621.788016694827
1057,2101.3877683313826
1058,3144.8453544431713
1059,1721.3100654576447
1060,1646.9478235519687
1061,2468.0200855882345
1062,2882.9409528124434
1063,723.1284059589799
1064,-904.2183148207184
1065,4434.811111499957
1066,775.7388994075849
1067,3826.4125338605354
1068,4005.6486850164233
1069,985.5967443291228
1070,4289.221658644878
1071,1897.068973493718
1072,1306.4693299204378
1073,1495.4506745855767
1074,3863.653631123249
1075,2907.5984049718945
1076,692.746618571688
1077,2103.422999067442
1078,1464.5079638830268
1079,1433.204053995501
1080,1441.0645212899526
1081,1436.3488258290713
1082,1321.0389694198318
1083,3603.763712400952
1084,1203.9795048789088
1085,1917.5373657112186
1086,1378.5610080724769
1087,1594.4342527904055
1088,2617.3843688728994
1089,945.4654906944654
1090,3076.619464077885
1091,1946.0400559603179
1092,3845.910471230402
1093,3603.763712400952
1094,1052.706466703071
1095,1697.757842327528
1096,1023.9342471948898
1097,1030.2350416625102
1098,4083.660103691568
1099,1503.4230926968241
1100,2539.87626361713
1101,1704.737752127641
1102,1831.5192692014493
1103,686.1260936689208
1104,889.1882740921397
1105,1368.0568995818849
1106,940.941966358993
1107,2914.3151248229974
1108,-95.33847081932926
1109,2826.5161679861517
1110,1923.1673056761726
1111,2640.0633997416344
1112,826.2884938754008
1113,3241.0062991570335
1114,1905.4618377364122
1115,4067.0889701451943
1116,2826.5161679861517
1117,1981.154390232773
1118,3397.4920496692
1119,3871.4299860462597
1120,3051.3530190967767
1121,3303.7653848745626
1122,3775.6158893137485
1123,3137.707539801981
1124,3101.1947896438905
1125,2093.5276920708297
1126,181.76230151479234
1127,688.8359541125009
1128,1465.1210453372526
1129,2113.4956382704836
1130,2946.8747329706675
1131,1061.239100313559
1132,1754.7992922400774
1133,3250.559072928555
1134,962.5701126731416
1135,1733.3234768337481
1136,2250.0118643695005
1137,3468.916930998655
1138,1109.9716764233522
1139,2382.6418757810548
1140,1581.350552567518
1141,1884.371427888625
1142,940.941966358993
1143,2212.2814893863974
1144,1733.3234768337481
1145,466.88840748325003
1146,1773.450394823889
1147,479.9837879604273
1148,1878.1411896356485
1149,2934.3460340320244
1150,3572.1010198753524
1151,782.6379290761204
1152,3904.6504518195434
1153,578.9121927830878
1154,2936.1883146626433
1155,2539.2768572462064
1156,3848.1636699765395
1157,3205.189481030369
1158,1534.9247296732647
1159,2212.2814893863974
1160,1174.690039811057
1161,3146.068062080381
1162,4041.239004638308
1163,1993.2299182075794
1164,2924.7932602605024
1165,2067.2914429022403
1166,3614.046298875713
1167,1701.5929802940707
1168,1874.9964178020782
1169,2064.146671068669
1170,2173.0051613876244
1171,4023.1074110696422
1172,2255.23834107696
1173,1913.166438168385
1174,1555.9373548795206
1175,1522.4747095912937
1176,1106.0484767125047
1177,773.9167853994506
1178,3818.5255646043565
1179,2897.1165523723907
1180,1954.7611996369874
1181,1733.3234768337481
1182,2536.2142020451365
1183,2925.888771880572
1184,2676.8938919900393
1185,741.6425739784418
1186,2317.4938055978887
1187,2543.3520166863264
1188,3059.600028175288
1189,1058.0305726240329
1190,1504.3041573133182
1191,2703.766920743089
1192,2276.328750924747
1193,3310.9031995157525
1194,4090.966322192562
1195,2101.045618188512
1196,417.8653361380625
1197,834.7524971791954
1198,868.8502882069538
1199,1634.6925625769518
1200,2250.0118643695005
1201,2502.1178766159933
1202,2591.6485657221565
1203,1843.347295182609
1204,1228.4428697925407
1205,1521.8410294503774
1206,2482.7900754032016
1207,3667.3464589429877
1208,614.7298311407878
1209,1863.6577825590318
1210,3808.4895071056817
1211,2577.4091047909237
1212,723.3671909316347
1213,2532.7384489759397
1214,2365.3092332464425
1215,1521.8410294503774
1216,3687.7297438156565
1217,1068.3769149547497
1218,2052.622710075708
1219,1664.5674294388612
1220,860.1663002327577
1221,3427.3221695300526
1222,2509.2556912571836
1223,1649.3401714229371
1224,2382.6418757810548
1225,3184.5195173140287
1226,2552.904790457849
1227,1144.469981761768
1228,1236.5724295617176
1229,1056.9930068572555
1230,1056.2084586158992
1231,1478.3056185526664
1232,2138.2875812655575
1233,1739.3526037961306
1234,2276.328750924747
1235,2973.824647940138
1236,2955.550730491947
1237,2727.9536982059194
1238,2443.7120680572807
1239,3175.3312532318
1240,1773.450394823889
1241,3271.6268715169795
1242,3026.792867627235
1243,3241.0062991570335
1244,3909.452358389728
1245,2685.3293606790603
1246,2247.596905239169
1247,695.5063393012126
1248,3921.2053421688292
1249,2278.2174775991157
1250,2122.8031525618153
1251,3316.8440638251595
1252,1766.800905813744
1253,1492.1962873742182
1254,2045.6016266835297
1255,4063.9441983116235
1256,40.620631572722566
1257,2509.2556912571836
1258,4112.458562043381
1259,3562.407513894542
1260,3155.6305665568348
1261,2675.308966797563
1262,2943.5306950123545
1263,1368.4856906077957
1264,427.612079484477
1265,1860.2914887096308
1266,3318.837662822748
1267,1742.254232974984
1268,3725.9378630251913
1269,396.9915071245305
1270,1536.0780624807537
1271,1718.0683297039513
1272,1436.3488258290713
1273,121.53942338550783
1274,2852.2519711368946
1275,4157.051572966711
1276,2909.229803874691
1277,2683.630877742012
1278,1757.109460603591
1279,774.7358320944421
1280,1939.8879081981456
1281,2285.8589134369063
1282,3359.244147048858
1283,2277.662886839498
1284,3468.916930998655
1285,1026.3724344973086
1286,2926.076060696726
1287,-567.9852252239122
1288,1012.5578938166186
1289,1757.9440640736477
1290,2880.4575843665093
1291,2023.8504905675263
1292,1695.1849783561183
1293,2251.142191383398
1294,950.6798820009477
